id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
337,1.33187171314e-09,1.04519619474e-08,1.33037139141e-06,2.62411108358e-06,3.77181286336e-10,1.00459679636e-09,6.82824233537e-08,1.02916618689e-09,2.57225515789e-09,1.22297559573e-11,6.21986974054e-08,1.10706627658e-09,1.64569685856e-08,2.32339588968e-11,1.40168273447e-09,2.0717174484e-10,3.63624866542e-11,2.20013287457e-08,1.82117901218e-10,2.09602673323e-09,6.75322347811e-10,8.41473157563e-10,2.71716618043e-10,1.84195152163e-09,1.7217260264e-10,2.32090647309e-08,5.96122860421e-09,3.16405019213e-06,6.3466301901e-07,2.1023877792e-10,2.15089988612e-07,1.01243926151e-08,1.35382231125e-08,7.38493017261e-12,3.91153777678e-07,7.26416118035e-11,2.25928775316e-08,2.40589382964e-11,5.34783782333e-09,2.95148980153e-10,3.41572613403e-08,2.02933839863e-11,2.41959967293e-06,9.84434277478e-07,4.47841460667e-08,1.11409138629e-08,9.94803806379e-12,1.09763330174e-08,3.56662614847e-13,3.00507448428e-10,8.52079649025e-06,5.69727176636e-11,2.24433492013e-07,2.21364995011e-10,5.13390844865e-11,6.88294786764e-11,1.47317465157e-12,1.1500267587e-08,1.78060709473e-05,7.80091294099e-09,2.81566632183e-07,2.42743995604e-08,1.3501017302e-09,9.23483870486e-09,6.86505723334e-10,1.41260100243e-10,2.07974095314e-06,3.20417141389e-08,5.5769343137e-09,2.30080004495e-07,1.37033351243e-12,9.00880799416e-11,3.58087923013e-10,1.29363479836e-05,5.9867475338e-14,1.0570065435e-09,1.85920134535e-09,4.23773382561e-10,1.6685738557e-12,1.07673006488e-07,9.74674251436e-11,0.999938556499,1.49316188496e-09,1.82860399854e-08,1.63369504003e-08,1.24741384793e-07,1.10270571526e-07,5.16457496497e-09,1.18266309912e-12,1.72061952207e-08,2.25156331654e-06,1.50582624991e-09,2.32009599228e-08,2.48856020093e-11,1.76639104637e-07,6.39491859397e-09,4.21258044352e-06,6.40518019146e-11,5.36005757471e-08
343,6.41683652532e-11,1.11363650376e-09,4.7429513213e-07,1.12864692549e-07,6.23808575388e-10,3.1093134307e-06,6.71127422503e-10,4.14025670533e-10,1.68997438931e-11,7.5203735299e-11,2.79985418169e-08,2.28640008401e-11,5.51032462403e-10,4.47394120874e-11,3.2431196794e-09,3.3470144442e-10,5.80342177338e-11,2.50257767437e-09,6.22267561908e-11,3.54572513568e-10,9.8053029079e-11,3.33545555507e-07,1.91576698595e-10,8.52877540211e-11,6.14027298863e-10,5.40276318273e-10,1.25558649073e-06,4.19270995961e-07,1.66417119128e-07,5.28243165996e-11,3.70859101096e-07,2.80493449013e-08,1.67442386476e-08,7.82644787682e-11,3.402933777e-07,5.78154987341e-10,4.4878532239e-09,4.74121173472e-12,4.09380900583e-09,8.1769245266e-11,4.76118330393e-10,5.22808989903e-11,0.999986207114,3.65007944147e-09,2.87061036995e-08,6.50709956669e-09,1.65705692505e-10,4.16835727374e-11,2.03009704922e-13,5.00195520161e-09,4.72431718728e-08,9.37618816058e-09,9.30419996701e-10,9.30838674566e-13,4.23620926854e-11,1.29130318803e-11,4.7863133722e-10,3.79418287957e-09,4.06594674035e-09,2.87433688304e-08,5.77650354822e-10,2.70705734334e-06,4.63678087572e-11,2.05494540843e-08,1.13964560297e-10,2.86333651977e-12,2.33088468604e-06,7.21376068915e-10,5.32535817792e-09,2.13493940249e-10,9.42048042328e-13,6.02416500267e-10,9.68016149299e-09,1.50994753349e-06,3.21548489526e-13,1.75961070904e-08,8.82363660358e-10,2.45817662753e-09,1.53818384014e-10,7.13166784779e-09,1.55266736653e-11,5.6147758547e-09,1.84107040134e-11,2.84843960482e-07,7.6475199662e-09,5.69759969351e-11,2.92541121939e-09,1.85308258116e-08,4.91929860972e-09,6.62349294478e-10,4.94764520182e-10,1.18480427085e-10,1.00769097947e-09,1.5109243085e-12,3.44628076014e-08,6.92862767551e-11,1.33581946422e-10,1.5627395127e-09,2.66963804048e-10
346,4.05445592376e-09,3.70976931028e-09,4.56132970352e-11,2.65651752525e-06,1.08100126862e-08,6.11433343381e-07,6.3431559922e-10,4.54100541802e-11,1.10672610525e-08,2.41380951749e-08,1.70486850108e-06,1.33054611295e-11,1.42621028169e-07,1.23201211263e-09,7.63434949424e-07,1.3100336185e-09,1.13526358175e-06,2.45280498766e-10,8.70615054071e-09,2.32614030083e-10,1.65322835811e-07,1.70377880998e-07,6.22757787404e-08,3.53185985351e-10,4.34750951593e-10,3.48162251961e-09,1.49102230766e-05,5.03244035275e-07,1.55728626174e-08,4.59039011527e-10,2.02135513912e-14,2.0212336478e-06,9.18622517099e-07,1.76771549034e-07,5.5827661933e-07,1.5968307912e-08,8.88247085431e-08,1.4014590993e-12,4.36089327379e-08,1.04042829985e-10,4.25025999633e-11,1.57882811519e-06,5.38844696229e-08,4.1981318809e-08,1.54181025032e-07,9.48637443794e-09,2.20391199585e-05,2.84013484876e-12,1.37899409798e-11,9.39376285744e-08,1.20073978868e-06,0.999885251467,5.44144967018e-09,1.15625067485e-07,3.98093504452e-09,6.53645044608e-07,9.84989965469e-07,8.34562188455e-12,3.30229379607e-09,5.11085815042e-08,1.11291818178e-08,1.91099928539e-08,4.90483145192e-09,1.05514826753e-08,3.93542720384e-07,3.70888417664e-09,2.1544377618e-07,2.00647106947e-13,7.10559660207e-10,3.32895462633e-09,9.24287739691e-13,4.47932847348e-10,1.0398177026e-07,3.60601128688e-11,8.16458010589e-07,6.49377517214e-06,7.93036711798e-12,4.6804974467e-06,3.51438310692e-06,3.91339234669e-07,3.37022174335e-08,1.17913843242e-10,1.38543869031e-11,2.01793290464e-05,2.28177979852e-05,6.71259442209e-11,1.30002258064e-13,6.91757918089e-12,3.39089213696e-07,5.13991846119e-11,1.3102229177e-09,3.75969297284e-08,1.79803831455e-09,2.425278472e-09,3.95070995882e-10,5.25701620587e-11,3.64858940452e-09,9.41643514327e-07,2.6962429122e-10
347,1.09789343781e-05,3.64630245485e-07,2.53933003779e-06,3.09535218628e-05,1.87427847029e-07,4.14837371615e-08,1.86125922588e-06,9.72300671392e-07,2.84904556035e-07,3.07519006933e-08,5.11430861936e-06,1.02434673951e-06,2.42873704719e-06,1.03864852625e-05,2.80430576035e-07,2.30963217325e-06,3.76309922723e-08,3.21164937329e-05,9.50148412568e-05,4.95041709519e-06,2.51164211255e-06,3.58977227169e-07,1.67879626135e-08,2.84174076467e-08,2.19359753706e-06,1.19804259673e-05,2.94395459129e-06,5.12983806219e-08,1.13524224188e-06,6.49835017354e-09,5.34425010148e-06,4.27050681966e-07,3.75920691799e-06,1.24475667634e-06,4.31373229907e-07,8.39563525292e-08,1.46741730518e-06,9.36083071676e-09,5.11776398862e-08,1.90392463061e-08,5.10530436605e-08,1.53526560355e-07,8.94527508005e-07,8.61853540949e-06,1.65630911852e-06,4.32695427929e-06,2.07600954705e-07,7.53646277193e-07,3.22800890922e-05,0.000336738317404,0.000141588561316,1.91355898098e-08,7.44509253714e-06,0.000151027676556,1.07883006573e-06,3.68884034324e-05,1.05945821702e-06,4.30815497971e-07,9.00655105552e-07,1.61698114211e-06,2.17319190057e-05,4.37738856045e-06,1.56555795525e-06,3.85827522324e-07,1.25001410725e-08,2.5109415738e-05,7.21557371849e-09,6.55645385274e-06,0.00220061304403,0.0634896341609,1.61821460026e-06,6.72364411158e-07,1.66891544618e-07,5.41240456814e-05,1.12720228461e-08,2.04986478561e-07,2.45952787106e-06,6.69599337183e-06,5.68489235647e-09,1.1834145415e-05,4.92646756149e-07,2.32250357989e-06,5.25141683275e-07,3.62508024833e-06,4.97412301604e-07,4.50186810326e-05,0.933106256972,7.50551724288e-06,3.39542503259e-08,4.43232679734e-06,3.27001022559e-06,5.61176160212e-07,2.20545857128e-06,1.24800496304e-06,1.51457000141e-05,6.13410697874e-07,9.15418168735e-06,2.89629542974e-07,5.33711436366e-06
351,1.35946936195e-09,5.4055933286e-08,1.44149901987e-09,6.20909064516e-07,1.34096121909e-07,6.0951158476e-08,6.3890423796e-08,1.28059252974e-06,4.40902591495e-09,2.64195684348e-08,3.70037778206e-08,3.72754992829e-07,1.03606554154e-07,7.03019683794e-07,3.45091594603e-08,4.9009268686e-08,2.4950774475e-09,2.18521495923e-07,1.73579693709e-06,8.8501168993e-10,4.78073662799e-09,1.53752249046e-07,1.09398836788e-05,1.21905993635e-07,2.02183616087e-07,3.18859767023e-05,1.3706644997e-07,1.29417820041e-07,9.58987048183e-06,1.84041057561e-06,2.35669226365e-08,7.72765175031e-09,2.0274418081e-07,6.68044639391e-06,3.91251262452e-08,2.12271380066e-07,2.76414871476e-08,3.02205962208e-10,2.07717433627e-08,8.04550861419e-10,1.73901834584e-11,2.12636025084e-09,2.08876598402e-09,1.54170812088e-09,5.47950788868e-07,4.09297189622e-09,1.42489526072e-06,7.31408490556e-11,1.68824408998e-09,3.83193299327e-07,8.17436294919e-11,2.64773820974e-07,2.85839438253e-05,1.00194693184e-07,8.57624011885e-08,2.10973976169e-09,1.21622650545e-09,4.0015375184e-08,1.60741260138e-09,1.4069979708e-09,1.20785468202e-05,2.99802764181e-07,0.999862855421,4.03343998085e-09,2.090829863e-06,7.45182610929e-07,3.5193366056e-06,2.09182109306e-08,3.24676777826e-09,9.34972804762e-11,1.52396367003e-07,1.4199252189e-08,2.79049008604e-09,1.52135389219e-06,1.3362942961e-08,2.57772905001e-07,6.75642034616e-11,1.80947986771e-07,1.9142032541e-09,2.35460349307e-06,1.03185735824e-06,7.33508289575e-09,9.7006605466e-13,1.3977743557e-07,5.63268666865e-10,1.16729397758e-09,1.53359317687e-07,2.72878262607e-11,2.68584058243e-06,1.18223478779e-09,2.52480844443e-10,3.37628597977e-06,5.40817022394e-06,8.13915302164e-07,5.75433531374e-10,5.42938889579e-10,1.49484162613e-07,3.12624247024e-08,9.06422343077e-07
352,2.29917137112e-09,5.27073961946e-08,2.89479361836e-09,2.93832963289e-07,9.60139415031e-10,1.22472947484e-09,4.05486279208e-08,1.81959033067e-08,4.249675157e-11,3.89697386437e-10,7.16737602966e-09,1.64745923679e-09,5.32155291288e-10,2.50764878937e-09,8.18935481533e-10,1.86243703302e-08,1.71573323143e-09,3.03077740284e-09,4.03162537949e-07,6.6329066805e-10,6.50093143976e-08,5.11804170083e-10,2.27205348212e-08,3.09831360208e-09,1.60660197373e-09,1.21972265254e-06,4.93371092444e-10,5.25006429852e-09,2.27770208937e-08,1.09771396652e-08,3.98681432911e-09,2.30781722675e-10,5.94551758942e-09,3.48010326725e-08,7.20835238257e-11,1.05313737963e-09,2.28676350776e-09,9.86147946811e-10,1.36410984897e-10,6.62240475498e-10,1.55853028659e-09,5.1032953639e-10,9.3940146049e-11,6.57743918293e-08,2.02414606875e-08,2.35553816733e-08,5.17898423697e-10,2.29081212162e-10,3.30784288372e-10,7.91822918363e-09,6.54652849018e-08,6.93989610893e-08,1.92512187768e-09,1.4952064292e-08,1.49927288201e-10,2.40993060448e-10,3.65699508486e-10,4.58134314315e-09,3.85072484535e-09,2.66388063027e-08,0.999993305636,4.28092294151e-10,1.7402037524e-06,2.53077725521e-11,2.92474109668e-12,6.50885877788e-08,4.85638363867e-08,5.94833149249e-09,8.42648043365e-11,4.00329977807e-11,2.50331855536e-09,4.25380522343e-09,1.39039013359e-10,1.12395267487e-09,2.01923601969e-09,2.01039683034e-10,2.51750117419e-10,9.90971706321e-08,2.76758890864e-11,2.98033859425e-07,2.73589744775e-09,1.14686444748e-09,2.22212362618e-11,6.54094660911e-11,9.46754294941e-09,1.08976169906e-09,1.7071757048e-06,2.07864210644e-08,1.42789242389e-10,2.86389255915e-09,3.39054225953e-09,5.61049723956e-08,7.20983846442e-09,1.17299029099e-09,4.66999416663e-10,8.60957097656e-09,2.96305996268e-09,2.64909076245e-09,3.46718465582e-08
353,1.05380452179e-09,4.65470524035e-10,9.54908019215e-09,3.37702138568e-08,1.24602782242e-09,2.43920666349e-10,8.23779752367e-09,5.18015178116e-08,2.20852824484e-10,1.52639518176e-10,4.8409001757e-07,1.19297107055e-08,2.33338138027e-08,1.3543817153e-07,1.20805222498e-07,7.47372136168e-10,3.45518970633e-11,9.21518581094e-09,9.82139922457e-10,2.4655145955e-09,8.49028707078e-10,3.75622865055e-09,1.52666319969e-08,5.58540509283e-10,4.43604485451e-10,1.91397885858e-08,5.53766007142e-08,1.80151838081e-11,2.25990509702e-07,2.52143550248e-10,5.50947608412e-07,2.06259122808e-08,4.57408344121e-09,3.31246412589e-08,3.06268994735e-09,1.91388726754e-09,4.12354225036e-08,1.57963445157e-12,5.15831383424e-10,1.03004492381e-10,9.18744295212e-12,7.02264094359e-11,9.68446150697e-09,5.98824255331e-08,4.16578973489e-09,3.2586412862e-07,2.3552629069e-08,9.05371844206e-11,3.54095432031e-11,6.02282099142e-09,7.83498807904e-09,2.85288674243e-09,0.99997287767,8.27553081665e-07,2.02034758127e-10,7.53490391719e-10,4.41620881457e-12,6.14007143718e-10,1.28618335351e-09,6.19203005036e-10,6.26444579189e-08,1.34931730959e-09,5.92688833442e-08,5.40735324624e-10,8.30109125783e-10,1.56628367361e-08,1.03156815799e-06,6.34067341201e-08,6.15547514067e-10,2.92306952413e-07,1.8277148192e-09,3.28438539229e-10,5.57471841339e-11,2.82671138736e-07,1.18187429223e-11,3.21005547531e-08,8.32637591953e-12,5.52844491868e-10,9.7609847097e-12,4.46136660027e-06,4.39707246108e-09,1.51055531709e-05,2.60800123314e-12,3.62405189857e-08,2.84925585793e-10,6.52350154786e-10,9.46217423823e-07,3.99632252058e-12,3.01495214247e-10,6.4608437138e-10,2.56569182996e-09,1.26923567056e-08,9.89215157883e-07,5.91493786788e-08,2.34055678044e-07,1.22311570969e-10,1.49748306443e-08,1.63019971564e-10,2.63328661463e-07
359,1.59390046119e-08,2.48506490919e-07,2.25001763264e-10,1.08960969166e-10,1.50752771512e-09,2.57770852001e-10,2.59647063789e-08,6.6164638374e-09,4.06184868102e-07,1.56477380829e-08,1.43300915972e-09,5.94330971057e-06,5.31671237724e-08,7.93063802647e-06,2.55583352209e-06,2.03340913818e-08,6.27238689465e-06,1.22550684639e-08,1.10375429697e-09,6.29295754606e-08,4.10516481858e-09,3.16163737001e-10,1.30420916604e-07,1.3116881321e-12,1.98275111593e-11,1.32823945127e-10,6.21638551694e-08,1.37883923195e-09,1.45917724962e-11,7.21402277221e-13,2.15428021881e-11,3.45957568195e-10,1.23846907775e-09,1.44403161705e-09,5.12526195657e-12,2.402352164e-09,7.90416136929e-09,6.3960020505e-09,9.95839315687e-12,5.99628994076e-09,6.57427541151e-09,4.64731558491e-07,8.34141707469e-11,2.8661367074e-08,3.75924342865e-09,4.05216193827e-10,3.16580000936e-12,1.33986538885e-07,5.32029792343e-08,2.86205753303e-08,8.82214387577e-09,9.19368447737e-12,2.45058345657e-10,5.91501147851e-12,2.75373021276e-10,7.16618222055e-10,3.51925275763e-12,1.89196424506e-09,1.37703684452e-08,2.73248495401e-09,7.26275408276e-08,4.14092685307e-11,1.23545576394e-08,7.1443159239e-08,2.35158939344e-11,8.92768469017e-11,9.33820112696e-10,1.22689772958e-10,1.16333539039e-12,9.21163982673e-11,8.48691432245e-12,6.23264244661e-10,6.93905174708e-11,1.48975815622e-10,6.22746336239e-10,7.59282307199e-10,1.73541331602e-09,2.46662532916e-07,7.66183160258e-09,7.34923418046e-10,9.05752711295e-09,4.12575671306e-12,8.57803918163e-09,2.46861306069e-09,6.69895314257e-09,5.88062674529e-09,1.47422041437e-09,2.75881191203e-10,4.1996432958e-11,1.82142155894e-07,8.74030528667e-11,6.62835753287e-08,6.44110730856e-10,1.15553684594e-08,6.60862574269e-07,0.999974026971,1.56737766011e-09,4.98923396878e-08,1.58945412218e-09
361,6.13593830567e-12,4.90913524984e-12,8.71513017994e-14,7.52851520014e-10,4.35497179419e-09,5.24391873923e-12,1.5409398243e-12,6.14079887329e-09,3.1454945172e-12,1.29967594908e-09,9.55160410413e-08,1.68112499996e-08,1.58888045792e-11,6.37348458357e-09,4.84791692326e-12,5.70889420801e-12,2.42762701354e-12,3.84768870572e-13,2.45935881926e-08,3.03619458893e-14,1.49206589298e-09,1.55057187191e-10,2.47081682972e-07,6.31450531615e-08,4.17440838369e-11,9.79987064613e-10,4.33683801685e-12,1.5934279643e-14,2.46316514804e-07,1.17975414012e-08,1.55112692753e-11,1.48343445465e-11,1.41184692301e-09,1.2171971788e-07,5.45898633089e-15,2.26662405926e-07,8.72343894524e-14,4.95744740858e-19,7.81533318966e-16,2.80980173608e-15,1.60889290372e-21,3.25199339384e-15,4.20535758998e-13,7.18974855218e-16,1.2339208938e-09,1.4551825563e-14,3.4834687829e-06,1.47600423831e-18,2.15783972268e-13,4.90305657611e-10,4.6176476444e-15,1.2171340024e-09,1.16782799776e-06,2.16823380994e-05,9.25430430465e-07,1.05110317259e-07,8.29574423657e-10,3.14123961588e-18,9.05641486096e-20,3.55812685347e-16,4.42641964084e-11,1.62485311589e-10,5.43720120767e-08,5.13650877542e-14,0.999864074192,9.83855556836e-09,1.2501569601e-09,6.47747640096e-14,1.46948795744e-12,7.98759710642e-11,7.11104736089e-07,2.31941884313e-12,5.99895949188e-14,3.09261521219e-08,1.24009133277e-07,5.93076300446e-10,2.87058609626e-18,1.41980431077e-13,7.89074004437e-13,2.86180767219e-08,4.62144394901e-05,3.89446876377e-09,1.4051295683e-20,1.15742778409e-10,3.24116708053e-13,5.42688066572e-16,5.62580530553e-14,4.69848498335e-21,2.27965499764e-09,7.61594741478e-17,1.80050140013e-12,3.37008786115e-09,6.60471383006e-06,5.36839401512e-05,4.5617084467e-15,2.48344260438e-17,9.89528745539e-12,1.14754063251e-13,7.36041883914e-09
368,2.75137504609e-11,5.75216547104e-11,9.17603779719e-08,4.16217351741e-09,1.35808060979e-11,2.9736035653e-08,7.3422411995e-11,1.45350548933e-09,2.57381293493e-13,1.58836675462e-12,3.78620412329e-10,1.76825415707e-12,1.48902721359e-11,2.80880221222e-12,1.9135733333e-10,3.77977458868e-11,3.12540431304e-12,2.21590532717e-09,2.14086538499e-12,7.38192175653e-11,3.00868201149e-12,1.20920236745e-09,2.60888452887e-12,4.13887709796e-12,1.05249720254e-11,2.79955057979e-11,4.57186144452e-07,7.32247585546e-08,1.21821007007e-08,2.39856948378e-13,2.15609852691e-09,1.86423572008e-10,2.17810577624e-09,1.53056907058e-12,6.33636488928e-08,6.45759814981e-12,1.29501947609e-09,1.24545391676e-12,2.01546609207e-09,6.21897621639e-11,5.39900671023e-10,7.03528501314e-12,0.999998052925,5.83526699117e-10,5.69935769482e-09,1.09066087451e-09,1.08733806036e-13,5.49808911585e-11,5.21485323775e-15,3.54308230981e-11,4.14340605536e-08,1.24302350551e-10,4.89965504259e-10,6.41170564709e-15,9.85445847041e-13,1.13927607745e-13,3.87319080463e-13,5.47509561027e-09,5.36115113618e-08,9.27448173755e-09,1.45797546682e-10,1.3178574558e-07,1.0444301279e-11,9.00007829999e-10,2.34250666243e-12,3.6921073837e-13,4.42478795582e-08,4.98665756174e-10,6.91996174032e-11,2.00214922114e-10,3.9203938432e-14,5.7830062647e-11,3.78312378622e-10,2.16089321101e-07,2.84599040665e-15,3.95892667721e-10,5.28426218753e-10,2.63678306152e-10,2.9373293518e-12,1.01734534277e-10,2.49621520261e-13,5.00770337271e-07,6.80965746596e-11,2.22383121691e-08,7.11672460319e-10,4.7474461132e-11,1.56372013888e-07,3.05954868667e-09,7.98841674411e-11,6.68294006197e-10,1.88160855926e-10,8.32475158109e-12,1.59603504219e-10,1.7206058655e-14,3.11377241238e-09,4.25291113457e-11,5.26731736837e-11,5.71531573278e-11,1.10351868407e-11
370,2.7642278259e-08,3.69023844863e-09,8.23950506965e-06,2.45298847526e-05,2.13227174261e-09,1.43046401245e-08,9.98524194581e-08,3.74639135789e-10,6.02195036448e-09,1.92808128278e-09,7.66832362926e-09,1.15800776375e-09,2.66824685899e-08,4.09994998159e-11,4.30348245549e-09,6.5085363842e-10,4.38186025099e-10,9.05231278851e-08,1.68734604931e-08,1.51193356353e-09,2.30890098765e-08,6.04789234539e-07,4.20058750556e-08,1.63019141427e-05,6.09129694829e-07,5.42870659385e-08,2.39992492046e-08,0.000271655344322,3.70800246912e-07,1.35197278574e-08,3.6720871138e-07,2.90015263978e-08,1.47518497416e-08,5.5718180905e-11,0.00893244301544,7.63703091398e-11,4.24187545757e-06,2.39411336656e-09,3.52235827986e-05,7.939306034e-07,5.9528651484e-07,8.78037434771e-10,7.79356104918e-07,3.19784577255e-05,2.09532682004e-08,1.17050639927e-08,5.50777171421e-11,5.3126921698e-07,2.6660365416e-10,1.19708730131e-09,8.17083063316e-06,2.88664728384e-08,1.26597867169e-07,8.63663423236e-11,7.35231653453e-08,2.31955767452e-09,1.76662953833e-12,2.4680988343e-07,1.19908027328e-05,4.62803800212e-07,2.59564333676e-07,2.57628822584e-05,3.46349247694e-07,7.57019689597e-09,9.47035274377e-09,6.93174278835e-10,1.03372108302e-08,7.17788464124e-07,3.52069467792e-08,1.5670633438e-05,1.124983142e-09,6.94679380215e-09,1.66959270281e-08,7.97091656733e-07,8.04619956808e-13,8.12431804662e-10,3.30245096471e-07,1.36680018115e-08,1.44559891476e-11,6.87809924804e-06,2.14467089734e-11,0.000141319243738,2.68722935276e-08,6.45281144799e-09,2.39120067541e-08,4.18060365095e-06,4.08065444889e-09,1.42493946665e-07,5.39542689905e-11,7.02377383724e-08,9.36173950562e-07,6.82450431931e-10,8.64719295956e-10,1.18964257025e-10,2.24989630763e-08,9.55510056097e-09,0.990451343745,8.20860235673e-09,1.26959470873e-07
372,5.61821304639e-07,1.62290678751e-07,2.12514530538e-09,2.17906798783e-09,2.81359401155e-08,1.02516311971e-09,2.11864953404e-07,1.76400851249e-07,8.99440506502e-06,6.01118490803e-08,4.30909153933e-09,2.22464157461e-05,4.60303246302e-07,1.86887029404e-05,4.31769782821e-06,6.15726462576e-08,8.19770375166e-06,7.91927576899e-07,1.14183035563e-08,3.04289509138e-07,7.77706634484e-09,1.25153998185e-09,4.88401565332e-07,3.61995958714e-12,4.08412675837e-10,1.95002388139e-10,7.21778899039e-07,5.62021640246e-09,5.48791938471e-10,2.48050392405e-12,1.118706353e-11,4.10437407593e-10,1.16299611573e-08,1.23674336417e-08,1.37700599082e-10,6.45493993545e-09,8.84356029984e-08,2.32776384541e-08,4.43269276263e-09,2.83622455213e-09,1.17746519754e-07,1.57225110744e-05,1.68521150865e-09,5.79545472516e-08,1.14098179902e-08,1.35808233777e-08,1.8847939691e-11,1.90795752319e-05,1.39535978999e-05,3.88323327955e-07,5.08254633176e-07,1.42544022434e-10,1.89238173335e-09,1.07201474258e-09,4.74444965791e-09,2.39055677909e-08,4.50711144852e-11,1.46954254884e-08,1.28001908091e-07,1.01250475483e-08,6.45805753882e-08,7.99355536431e-10,5.5799187457e-08,2.71438162722e-07,4.4794714527e-11,3.36021273505e-10,8.42163943644e-09,1.17540475508e-09,1.56611913558e-10,1.93031268084e-08,1.76983054238e-11,7.03960303453e-09,1.34918108492e-10,2.61186577704e-09,5.1907734445e-09,1.45936034615e-09,1.3191675526e-08,1.19591807898e-06,6.1462156616e-08,4.21317287877e-09,2.61114043671e-08,3.57029229259e-11,7.09418178069e-08,1.53398690739e-07,6.38095566265e-07,6.71849038379e-08,3.59537934689e-09,7.32358976746e-10,1.03206893306e-10,7.69759488196e-06,5.30756442771e-10,1.57028930871e-07,3.31530391528e-09,6.12471082801e-08,2.28130618336e-06,0.999870342868,5.09066010775e-09,1.99348714684e-08,5.76256282394e-08
373,7.13810113173e-07,8.72969219175e-07,7.92566621742e-09,4.51118867538e-08,8.85335191376e-08,1.3935167896e-08,2.19047992526e-08,3.16359074024e-08,7.93610181091e-08,5.20842132149e-07,3.29283862905e-08,4.375162624e-06,1.24473699154e-08,4.0320990697e-07,3.75540852664e-08,1.8371311233e-08,2.57548170795e-07,4.25320047579e-08,3.94108601226e-07,2.95305748792e-09,0.999971023626,1.01254757131e-08,6.2110401661e-08,3.31796431864e-07,4.57282820108e-08,8.1428465105e-08,2.27318256783e-07,2.26942242871e-10,1.62589921591e-08,2.44034174002e-08,3.23252795883e-10,4.81022121049e-07,7.65073320347e-09,9.01441166305e-07,1.49954172539e-10,9.06005844197e-08,3.22772866032e-10,4.76992088585e-10,2.61721291545e-09,2.04274505505e-07,1.00586350786e-11,7.99535725649e-08,3.1517961113e-10,4.39608016766e-09,5.68119805748e-09,1.22914403617e-10,7.37261657666e-09,2.76456034194e-09,6.03036282093e-06,2.75079443861e-07,1.84023041995e-09,6.26526270033e-08,4.31465303863e-09,1.4432192752e-08,1.19418628873e-06,3.71602074731e-07,2.81846864082e-09,3.07208675486e-11,1.04147776507e-10,2.19166867173e-08,1.74618479696e-07,9.88952173333e-09,4.16697281162e-09,6.69381582044e-10,1.64224779555e-08,1.56453609108e-06,1.8438651171e-09,7.44901977449e-13,1.78690457066e-10,2.15360043991e-09,1.52911363066e-08,2.58031772846e-09,6.54663065574e-10,1.1340405931e-09,3.214178824e-06,2.3524209721e-09,2.30463637433e-09,3.64556504752e-10,2.5981439764e-08,9.96760335463e-07,1.6677530963e-06,2.38182371976e-10,3.66417899145e-11,4.49497659864e-09,1.05233523767e-07,1.6494429783e-09,1.17688637995e-09,3.097809101e-11,1.49675508283e-09,8.86285212465e-09,2.02693010077e-09,2.01030038169e-06,1.85572596223e-08,3.99861186819e-07,2.14151590007e-08,4.36233752317e-09,6.70043105829e-10,6.21870017597e-08,8.88607083482e-08
